,Date,Income,Outcome,Balance,Налог на прибыль (при уплате только ежеквартальных авансовых платежей),Налог на прибыль (при уплате ежемесячных авансовых платежей с доплатой по итогам квартала),Налог на прибыль (при ежемесячной уплате авансов исходя из фактической прибыли) (АНАЛОГ F),НДС,Налог при УСН,НДФЛ с отпускных и больничных пособий	,ЕНВД,ЕСХН,Торговый сбор на территории г. Москвы,"Страховые взносы, перечисляемые в ИФНС","Взносы, уплачиваемые ИП за себя","Взносы, перечисляемые в ФСС",Налог на добычу полезных ископаемых (Последняя неделя каждого месяца),Зарплаты и авансы (не позднее 15 и 30 числа каждого месяца),Праздники РФ,COVID cases (см вкладку),Inflation Rate MoM: actual,Inflation Rate MoM: forecastCorrection,Balance of Trade: actual,Balance of Trade: forecastCorrection,Foreign Exchange Reserves: actual,Foreign Exchange Reserves: forecastCorrection,Industrial Production YoY: actual,Industrial Production YoY: forecastCorrection,Unemployment Rate: actual,Unemployment Rate: forecastCorrection,Real Wage Growth YoY: actual,Real Wage Growth YoY: forecastCorrection,PPI MoM: actual,PPI MoM: forecastCorrection,Retail Sales YoY: actual,Retail Sales YoY: forecastCorrection,Corporate Profits: actual,Corporate Profits: forecastCorrection,Markit Manufacturing PMI: actual,Markit Manufacturing PMI: forecastCorrection,Markit Services PMI: actual,Markit Services PMI: forecastCorrection,Business Confidence: actual,Business Confidence: forecastCorrection,BZ=F,IMOEX.ME,USDRUB=X,period_0.25,period_0.5,period_0.75,period_1.0,period_2.0,period_3.0,period_5.0,period_7.0,period_10.0,period_15.0,period_20.0,period_30.0
0,2017-01-09,1.34,1.49,-0.1559036386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,54.93999862670898,2211.25,59.56499862670898,7.85,7.84,7.82,7.8,7.75,7.71,7.68,7.67,7.71,7.95,8.26,8.91
1,2017-01-10,1.068610321,1.194182455,-0.1255721339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,53.63999938964844,2237.489990234375,60.102500915527344,7.85,7.84,7.82,7.8,7.75,7.71,7.68,7.67,7.71,7.95,8.26,8.91
2,2017-01-11,0.944429115,0.9366625183,0.00776659662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.09999847412109,2218.610107421875,60.13999938964844,7.57,7.53,7.5,7.48,7.45,7.45,7.49,7.53,7.62,7.87,8.2,8.9
3,2017-01-12,1.67,0.8753789643,0.8003907709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,56.0099983215332,2212.0,59.778099060058594,7.17,7.18,7.18,7.19,7.22,7.27,7.39,7.5,7.65,7.94,8.26,8.9
4,2017-01-13,0.9559239897,0.9756451203,-0.01972113068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.45000076293945,2195.18994140625,59.432498931884766,8.62,8.53,8.44,8.36,8.12,7.98,7.89,7.93,8.09,8.37,8.58,8.82
5,2017-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.45000076293945,2195.18994140625,59.432498931884766,8.62,8.53,8.44,8.36,8.12,7.98,7.89,7.93,8.09,8.37,8.58,8.82
6,2017-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.45000076293945,2195.18994140625,59.432498931884766,8.62,8.53,8.44,8.36,8.12,7.98,7.89,7.93,8.09,8.37,8.58,8.82
7,2017-01-16,1.082341359,1.024344933,0.05799642613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.45000076293945,2189.070068359375,59.637001037597656,8.57,8.48,8.4,8.33,8.13,8.03,7.96,7.99,8.13,8.4,8.61,8.87
8,2017-01-17,0.8963335667,1.45,-0.5485185356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.470001220703125,2178.72998046875,59.78200149536133,8.6,8.5,8.4,8.32,8.09,7.98,7.91,7.95,8.1,8.37,8.57,8.8
9,2017-01-18,0.7547589142,0.8795602299,-0.1248013156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,53.91999816894531,2170.090087890625,59.33000183105469,8.6,8.5,8.41,8.33,8.09,7.97,7.92,7.98,8.13,8.4,8.58,8.79
10,2017-01-19,0.9498771712,0.9552678729,-0.0053907017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,54.15999984741211,2162.25,59.52320098876953,8.58,8.48,8.4,8.31,8.05,7.97,7.94,7.99,8.14,8.37,8.51,8.67
11,2017-01-20,1.024186562,1.138086793,-0.113900231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.4900016784668,2159.9599609375,59.65999984741211,8.78,8.62,8.48,8.36,8.04,7.93,7.9,7.98,8.19,8.52,8.75,8.99
12,2017-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.4900016784668,2159.9599609375,59.65999984741211,8.78,8.62,8.48,8.36,8.04,7.93,7.9,7.98,8.19,8.52,8.75,8.99
13,2017-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.4900016784668,2159.9599609375,59.65999984741211,8.78,8.62,8.48,8.36,8.04,7.93,7.9,7.98,8.19,8.52,8.75,8.99
14,2017-01-23,1.110717764,1.220063788,-0.1093460242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.22999954223633,2146.090087890625,59.799800872802734,8.76,8.59,8.44,8.32,8.05,7.95,7.91,7.98,8.2,8.58,8.84,9.12
15,2017-01-24,1.040475774,0.9670998101,0.07337596429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.43999862670898,2174.590087890625,59.510101318359375,8.84,8.64,8.47,8.33,8.07,7.99,7.96,8.03,8.25,8.62,8.88,9.14
16,2017-01-25,1.079964066,1.193726638,-0.1137625723,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.08000183105469,2176.0,59.13980102539063,8.88,8.69,8.52,8.39,8.1,8.02,8.05,8.16,8.38,8.73,8.97,9.23
17,2017-01-26,0.9782956312,1.112359274,-0.1340636427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,56.2400016784668,2229.199951171875,59.56679916381836,9.07,8.93,8.8,8.66,8.26,8.13,8.1,8.18,8.37,8.68,8.88,9.11
18,2017-01-27,1.19639589,1.4,-0.1984834782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.52000045776367,2266.050048828125,60.27930068969727,9.07,8.89,8.73,8.58,8.16,8.02,7.96,8.04,8.25,8.56,8.76,8.97
19,2017-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.52000045776367,2266.050048828125,60.27930068969727,9.07,8.89,8.73,8.58,8.16,8.02,7.96,8.04,8.25,8.56,8.76,8.97
20,2017-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.52000045776367,2266.050048828125,60.27930068969727,9.07,8.89,8.73,8.58,8.16,8.02,7.96,8.04,8.25,8.56,8.76,8.97
21,2017-01-30,1.303732447,1.46,-0.1547027394,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.22999954223633,2234.139892578125,59.77750015258789,9.14,8.94,8.75,8.6,8.2,8.05,8.01,8.12,8.34,8.65,8.84,9.05
22,2017-01-31,1.260401985,1.287401929,-0.02699994417,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,-0.09999999999999998,11.45,-0.6500000000000004,390.6,12.700000000000045,2.3,-0.30000000000000027,5.6,0.09999999999999964,3.1,1.1,3.3,2.0999999999999996,2.3,-1.1,0.98,-10.62,54.7,0.6000000000000014,58.4,1.6000000000000014,3.0,-4.0,55.70000076293945,2217.389892578125,59.718299865722656,9.19,9.02,8.86,8.71,8.28,8.1,8.01,8.07,8.26,8.54,8.74,8.97
23,2017-02-01,0.9535028694,0.8601942251,0.09330864428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,55.65999984741211,2231.679931640625,60.15549850463867,9.19,9.02,8.86,8.71,8.28,8.1,8.01,8.07,8.26,8.54,8.74,8.97
24,2017-02-02,0.9822268561,0.8989108102,0.08331604591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,56.560001373291016,2217.56005859375,60.091400146484375,9.23,8.99,8.78,8.6,8.16,8.03,7.98,8.02,8.17,8.42,8.59,8.77
25,2017-02-03,0.9875557893,0.9807645904,0.006791198935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,56.810001373291016,2226.610107421875,59.3661994934082,9.67,9.45,9.26,9.1,8.68,8.48,8.33,8.29,8.31,8.37,8.4,8.41
26,2017-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,56.810001373291016,2226.610107421875,59.3661994934082,9.67,9.45,9.26,9.1,8.68,8.48,8.33,8.29,8.31,8.37,8.4,8.41
27,2017-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,56.810001373291016,2226.610107421875,59.3661994934082,8.58,8.49,8.41,8.33,8.08,7.89,7.66,7.57,7.62,7.92,8.25,8.77
28,2017-02-06,0.9111923489,0.9434745894,-0.03228224041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,55.720001220703125,2210.510009765625,58.94609832763672,8.45,8.38,8.32,8.27,8.08,7.93,7.73,7.63,7.63,7.85,8.19,8.89
29,2017-02-07,0.9119310503,0.9532203416,-0.04128929133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,55.04999923706055,2218.77001953125,58.90010070800781,8.45,8.38,8.32,8.27,8.08,7.93,7.73,7.63,7.63,7.85,8.19,8.89
30,2017-02-08,1.102422168,0.9054784032,0.1969437647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,55.119998931884766,2189.610107421875,59.44260025024414,8.02,8.01,8.0,8.0,8.02,8.03,7.97,7.91,7.89,8.04,8.27,8.79
31,2017-02-09,1.5,1.071716503,0.4346808288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,55.630001068115234,2173.97998046875,59.173099517822266,8.02,8.01,8.0,8.0,8.02,8.03,7.97,7.91,7.89,8.04,8.27,8.79
32,2017-02-10,1.14770238,0.9641494958,0.1835528844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,56.70000076293945,2162.18994140625,58.96120071411133,7.69,7.64,7.6,7.58,7.58,7.59,7.6,7.61,7.69,7.95,8.29,8.98
33,2017-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,56.70000076293945,2162.18994140625,58.96120071411133,7.62,7.57,7.52,7.49,7.45,7.45,7.47,7.51,7.61,7.89,8.23,8.94
34,2017-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,56.70000076293945,2162.18994140625,58.96120071411133,7.62,7.57,7.52,7.49,7.45,7.45,7.47,7.51,7.61,7.89,8.23,8.94
35,2017-02-13,1.102473734,1.292943622,-0.1904698879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,55.59000015258789,2161.489990234375,58.2223014831543,9.43,9.19,8.98,8.8,8.33,8.11,7.98,8.0,8.12,8.32,8.44,8.56
36,2017-02-14,0.982352785,1.068530556,-0.08617777075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,55.970001220703125,2141.5,57.92559814453125,9.41,9.17,8.97,8.8,8.33,8.11,7.98,8.01,8.12,8.33,8.46,8.58
37,2017-02-15,1.079750131,1.045579581,0.03417054932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,55.75,2137.080078125,57.03969955444336,9.57,9.3,9.06,8.87,8.4,8.23,8.12,8.12,8.19,8.34,8.45,8.55
38,2017-02-16,1.127441168,0.8573460729,0.2700950948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,55.650001525878906,2148.47998046875,57.33050155639648,9.49,9.28,9.11,8.96,8.55,8.36,8.21,8.18,8.23,8.38,8.49,8.58
39,2017-02-17,1.002798217,0.9187118265,0.08408639051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,55.810001373291016,2128.2099609375,57.56650161743164,9.62,9.38,9.17,9.0,8.56,8.37,8.24,8.22,8.28,8.39,8.47,8.53
40,2017-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,55.810001373291016,2128.2099609375,57.56650161743164,9.62,9.38,9.17,9.0,8.56,8.37,8.24,8.22,8.28,8.39,8.47,8.53
41,2017-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,-0.09999999999999998,10.17,0.07000000000000028,397.3,2.1000000000000227,2.7,1.8000000000000003,5.6,0.0,1.3,-0.9999999999999998,0.8,-1.0,2.6,-0.10000000000000009,1.6,0.6200000000000001,52.5,-1.2999999999999972,55.5,-0.5,2.0,-3.0,55.810001373291016,2128.2099609375,57.56650161743164,9.62,9.38,9.17,9.0,8.56,8.37,8.24,8.22,8.28,8.39,8.47,8.53
